DIST,TYPE,O_CLOCK,J_NO,J_LEN,WT_ASS,WT_CALC,OD,MAOP,DESP,SMYS,SUTS,WJF,F_PLOT,F_REF,F_INST,F_MARK,F_WELD,F_CALC,COMMENT,R_THRESH,PHHAVG,JNL,VEL_MIN,VEL_MAX,TEM_MIN,TEM_MAX,TOP_MIN,TOP_MAX,WELDCHAN,WELDTYP,WELDPOS,WELDGRAD,LS_POS,LS_Q,LS_HITS,SP_POS,SP_GRAD,SP_SIGNO,SP_HITS,ID,SECAVG,B_ANGLE,B_DIR,B_RADIUS,I_LEN,DID,ADD_COMM,PREV_J_NO,TYPE_ORG,_NullFlags
97.299,WELD,--:--,200,3.5789999999999935,8.73,9.39133999114094,609.6,6.0,9.0,358.0,455.0,0.0,False,False,False,False,True,True,,2,22.61458961654602,0.6448307746556768,5,6,347,348,203,206,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,e677a29e-580c-48d5-a8af-94403cadbcad,0.0,0.0,0.0,0.0,0.0,0.0,,150,GirthWeld,b'0'
100.878,WELD,09:28,210,12.402000000000001,8.73,9.237535450619982,609.6,6.0,9.0,358.0,455.0,0.0,False,False,False,False,True,True,,2,23.035036155157293,0.526611907144137,5,6,348,350,196,205,0,longseam,85.85889570552148,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,3ebee4f5-a6e0-4285-abf1-046dcf161bc2,0.0,0.0,0.0,0.0,0.0,0.0,,160,GirthWeld,b'0'
113.28,WELD,04:02,220,12.474999999999994,8.73,9.10738582007187,609.6,6.0,9.0,358.0,455.0,0.0,False,False,False,False,True,True,,2,23.392767218701625,0.44018271970225586,5,6,348,351,188,196,0,longseam,249.0,0.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,2ab08560-3bd8-4ed3-aa80-bb6ab7ff2f5e,0.0,0.0,0.0,0.0,0.0,0.0,,170,GirthWeld,b'0'
125.755,WELD,08:44,230,12.406000000000006,8.73,8.72018086625011,609.6,6.0,9.0,358.0,455.0,0.0,False,False,False,False,True,True,,2,24.47717232849394,0.3979771737384388,5,6,350,352,188,190,0,longseam,108.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,6000e3b3-0d50-480d-b4a8-dd12fc6c1a99,0.0,0.0,0.0,0.0,0.0,0.0,,180,GirthWeld,b'0'
138.161,WELD,04:14,240,12.40100000000001,8.73,8.94394721519645,609.6,6.0,9.0,358.0,455.0,0.0,False,False,False,False,True,True,,2,23.847845622469954,0.30150331427597343,5,6,351,353,189,194,0,longseam,243.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,40886778-f5fd-4a4e-b220-fb8a2f3b2383,0.0,0.0,0.0,0.0,0.0,0.0,,190,GirthWeld,b'0'
150.562,WELD,08:30,250,12.478999999999985,8.73,9.390008545487898,609.6,6.0,9.0,358.0,455.0,0.0,False,False,False,False,True,True,,2,22.619148432805115,0.5283383459193777,5,6,352,354,193,196,0,longseam,115.08282208588956,0.0,119.5,0.0,0.0,0.0,0.0,0.0,0.0,5b4dcec4-b618-472f-96a7-9633a985360b,0.0,0.0,0.0,0.0,0.0,0.0,,200,GirthWeld,b'0'
163.041,WELD,04:46,260,12.478000000000009,8.73,9.365208441909378,609.6,6.0,9.0,358.0,455.0,0.0,False,False,False,False,True,True,,2,22.68579911795124,0.3924654898592611,5,6,353,356,196,198,0,longseam,227.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,523db297-6260-45ec-a40e-713b106a2a5b,0.0,0.0,0.0,0.0,0.0,0.0,,210,GirthWeld,b'0'
175.519,WELD,08:55,270,9.376999999999981,8.73,9.056174163045174,609.6,6.0,9.0,358.0,455.0,0.0,False,False,False,False,True,True,,2,23.53499580607506,0.4404950194978138,5,6,354,356,195,198,0,longseam,102.5,0.0,102.5,0.0,0.0,0.0,0.0,0.0,0.0,fc253887-b1f0-4ace-94b0-8839dd20057e,0.0,0.0,0.0,0.0,0.0,0.0,,220,GirthWeld,b'0'
184.896,WELD,--:--,280,12.429000000000002,8.73,9.216000993375307,609.6,6.0,9.0,358.0,455.0,0.0,False,False,False,False,True,True,,2,23.093321896400425,0.39545140501545806,5,6,354,357,192,197,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9f2a1ec2-63f6-4d71-b51d-c873d454d571,0.0,0.0,0.0,0.0,0.0,0.0,,230,GirthWeld,b'0'
197.325,WELD,09:42,290,12.449000000000012,8.73,9.097685154072577,609.6,6.0,9.0,358.0,455.0,0.0,False,False,False,False,True,True,,2,23.420175616770297,0.46320130327298303,5,6,356,358,189,193,0,longseam,79.24846625766871,0.0,92.5,0.0,0.0,0.0,0.0,0.0,0.0,b690ec7f-f3ed-40ea-90eb-be5202fd8602,0.0,0.0,0.0,0.0,0.0,0.0,,240,GirthWeld,b'0'
209.774,WELD,--:--,300,9.207999999999998,8.73,9.585148594367686,609.6,6.0,9.0,358.0,455.0,0.0,False,False,False,False,True,True,,2,22.093927159071384,0.44245099844091856,5,6,358,359,191,193,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,069ce149-73fa-4eb3-963d-9b9e704df28a,0.0,0.0,0.0,0.0,0.0,0.0,,250,GirthWeld,b'0'
218.982,WELD,09:31,310,12.443999999999988,8.73,9.434288684980926,609.6,6.0,9.0,358.0,455.0,0.0,False,False,False,False,True,True,,2,22.49841955764472,0.3982203148388758,4,6,358,360,192,194,0,longseam,84.5,0.0,84.5,0.0,0.0,0.0,0.0,0.0,0.0,10c24f0a-ff04-4ab7-aacb-e3a76d129731,0.0,0.0,0.0,0.0,0.0,0.0,,260,GirthWeld,b'0'
231.426,WELD,--:--,320,12.483000000000004,8.73,9.063830338957777,609.6,6.0,9.0,358.0,455.0,0.0,False,False,False,False,True,True,,2,23.51427497448045,0.39710603516115356,5,6,359,362,191,192,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,af65cee6-e92f-4d21-b177-d2a8bc27d15e,0.0,0.0,0.0,0.0,0.0,0.0,,270,GirthWeld,b'0'
243.909,WELD,11:00,330,11.442000000000007,8.73,9.11896416740037,609.6,6.0,9.0,358.0,455.0,0.0,False,False,False,False,True,True,,2,23.36092231085896,0.3926374044149281,5,6,360,363,186,192,0,longseam,39.91411042944785,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,8b5216f4-b810-4f40-a66c-15c7fbfcade0,0.0,0.0,0.0,0.0,0.0,0.0,,280,GirthWeld,b'0'
255.351,WELD,--:--,340,12.230000000000018,8.73,9.262924011543616,609.6,6.0,9.0,358.0,455.0,0.0,False,False,False,False,True,True,,2,22.964607267184597,0.38363771952178294,5,6,362,364,180,186,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ac6ca565-ac2d-49a1-a2f1-d2f619c7b881,0.0,0.0,0.0,0.0,0.0,0.0,,290,GirthWeld,b'0'
267.581,WELD,10:28,350,12.461999999999989,8.73,9.254885588811742,609.6,6.0,9.0,358.0,455.0,0.0,False,False,False,False,True,True,,2,22.986702456928654,0.42157318869604504,5,6,363,365,178,181,0,longseam,55.91411042944785,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,32b724de-f6ce-4930-987b-1dfa7c2be8f6,0.0,0.0,0.0,0.0,0.0,0.0,,300,GirthWeld,b'0'
280.043,WELD,--:--,360,12.466000000000008,8.73,8.992788521659518,609.6,6.0,9.0,358.0,455.0,0.0,False,False,False,False,True,True,,2,23.71133159828173,0.4180431139620955,5,6,364,366,176,178,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ed583972-dfbb-408d-820f-0b873fbfe6e2,0.0,0.0,0.0,0.0,0.0,0.0,,310,GirthWeld,b'0'
292.509,WELD,11:55,370,12.336999999999989,8.73,9.211270728606165,609.6,6.0,9.0,358.0,455.0,0.0,False,False,False,False,True,True,,2,23.1066438812436,0.39822309997676564,5,6,365,368,171,177,0,longseam,12.622699386503069,0.0,32.5,0.0,0.0,0.0,0.0,0.0,0.0,e6ea4cf5-306b-472b-a9d3-70d38583f2aa,0.0,0.0,0.0,0.0,0.0,0.0,,320,GirthWeld,b'0'
304.846,WELD,03:46,380,12.47199999999998,8.73,9.161103792022072,609.6,6.0,9.0,358.0,455.0,0.0,False,False,False,False,True,True,,2,23.24440365593516,0.35534289569902044,5,6,366,369,171,173,0,longseam,256.9325153374233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28b3fc5e-765c-4af1-94eb-9ae211038658,0.0,0.0,0.0,0.0,0.0,0.0,,330,GirthWeld,b'0'
317.318,WELD,11:15,390,11.390000000000043,8.73,9.169193292615983,609.6,6.0,9.0,358.0,455.0,0.0,False,False,False,False,True,True,,2,23.22203171219067,0.40139721058766675,5,6,368,370,171,172,0,longseam,32.72085889570552,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,a425f892-67ab-4ca2-b6cf-fcadb9bf2195,0.0,0.0,0.0,0.0,0.0,0.0,,340,GirthWeld,b'0'
328.708,WELD,04:25,400,12.520999999999958,8.73,9.045161268268872,609.6,6.0,9.0,358.0,455.0,0.0,False,False,False,False,True,True,,2,23.565481262096597,0.5056835492166785,4,6,369,371,167,172,0,longseam,237.5,0.0,237.5,0.0,0.0,0.0,0.0,0.0,0.0,6d97e0fa-3f4b-4666-a879-a8f91bf92a04,0.0,0.0,0.0,0.0,0.0,0.0,,350,GirthWeld,b'0'
341.229,WELD,11:11,410,10.626000000000033,8.73,8.873230583105817,609.6,6.0,9.0,358.0,455.0,0.0,False,False,False,False,True,True,,2,24.045300997147617,0.4555198059521433,5,6,370,372,166,169,0,longseam,34.46932515337423,0.0,59.5,0.0,0.0,0.0,0.0,0.0,0.0,d1dbdca2-b08c-4746-ab9d-1f203589dfcb,0.0,0.0,0.0,0.0,0.0,0.0,,360,GirthWeld,b'0'
