ID,DISTANCE,LENGTH,ANGLE,WIDTH,TYPE,COMMENT,TOOLSIGPOS,SP_DIST,SP_ANGLE,SP_DEPTH,AFF_SUR,ANOM_NBR,VELOCITY,EFF_AREA,EFF_LENGTH,CR_DIST,CR_LENGTH,CR_PIPEPOS,CR_WIDTH,GEOFACTOR,LW_CORR,PHH_AMPL,PHH_MED,PHH_WT,THRESHOLD,MAX_SEC_CH,O_DIST,O_LENGTH,O_ANGLE,O_WIDTH,O_SP_DIST,O_SP_ANGLE,O_SP_DEPTH,O_AFF_SUR,O_CR_LENGT,O_CR_WIDTH,O_PHH_AMPL,EVA_DEPTH,MLOC_CLASS,ALOC_CLASS,TOUCHCLASS,_NullFlags,Predictions,Predicted_Class
12a0058a-3313-46af-b08b-a28d8ec9f2c3,-0.7494434648596877,14.399999999999999,28.796530971583017,14.706938056833966,MELO-NOTC,,99.51,-0.7422369231407412,36.150000000000006,11.0,3,0001-0000079,0.18330246210098267,10.0,14.399999999999968,-0.7452396488569689,6.0,32.064739428657234,8.170521142685537,115.0,1.0303810834884644,2.4824281434369624,30.010000228881836,25.966766357421875,0.7392371892929077,-107.0,-0.7494434648596877,14.399999999999999,28.796530971583017,14.706938056833966,-0.7422369231407412,36.150000000000006,10.0,3,0.0,0.0,0.0,0.0,--J--,--J--,R-R,b'\x00\x00\x0f',0.89,ANOM-MELO
8078c46f-a832-4dfa-bf8d-7a548e8cf593,-0.7278731891800547,14.729494857788087,95.85653097158304,14.706938056833966,MELO-NOTC,,166.59,-0.7217108102202413,103.21000000000001,18.0,3,0001-0000081,0.26432251930236816,12.916666666666668,14.729494857788072,-0.7242784681201636,6.137289524078369,99.12473942865725,8.170521142685537,115.0,1.0395251512527466,3.528679984721922,14.029999732971191,23.40936279296875,0.6609565019607544,-176.0,-0.7278731891800547,14.729494857788087,95.85653097158304,14.706938056833966,-0.7217108102202413,103.21000000000001,15.0,3,0.0,0.0,0.0,0.0,--J--,--J--,R-R,b'\x00\x00\x0f',0.89,ANOM-MELO
fb2f8276-7669-4127-817a-8a1cfd94fce7,-0.7287472630290328,14.651884460449217,116.33437081448072,14.706938056833966,MELO-NOTC,,193.41,-0.7215193054459719,130.03,25.0,3,0001-0000086,0.26432251930236816,17.636363636363637,14.651884460449182,-0.7245309544389139,6.104951858520508,122.42131711915596,8.170521142685537,115.0,1.0395251512527466,4.9796160899457185,11.029999732971191,23.40936279296875,0.6609565019607544,-149.0,-0.7287472630290328,14.651884460449217,116.33437081448072,14.706938056833966,-0.7215193054459719,130.03,22.0,3,0.0,0.0,0.0,0.0,--J--,--J--,R-R,b'\x00\x00\x0f',0.9,ANOM-MELO
2cf56a53-5dad-49a8-864b-2147346de105,-0.7199006971098717,71.43307800292969,283.2661507919002,220.6161141926948,MELO-NOTC,,174.4,-0.6975000000001645,110.84,13.0,3,0001-0000108,0.6920000314712524,11.083333333333334,71.43307800292963,-0.7068336237958759,29.763782501220703,6.632305995500104,122.56450788483045,115.0,2.36315655708313,5.86625075340271,20.399999618530273,21.167287826538086,0.5791553854942322,233.0,-0.7199006971098717,71.43307800292969,283.2661507919002,220.6161141926948,-0.6975000000001645,110.84,12.0,1,0.0,0.0,0.0,0.0,--J--,--J--,R-R,b'\x00\x00\x0f',0.57,ANOM-MELO
2ca043fc-c533-4ea0-95e6-3c1bd50f6453,-0.7254232584553442,74.87382202148437,303.1383789970696,32.81990196066017,MELO-NOTC,,9.51,-0.6960000000001645,305.95,28.0,3,0001-0000092,0.6920000314712524,19.749999999999996,74.8738220214844,-0.708259691023156,31.197425842285156,304.38798833170534,18.233278867033427,115.0,0.9711584448814392,5.170000076293945,22.579999923706055,21.167287826538086,0.5791553854942322,199.0,-0.7254232584553442,74.87382202148437,303.1383789970696,32.81990196066017,-0.6960000000001645,305.95,25.0,1,0.0,0.0,0.0,0.0,--J--,--J--,R-R,b'\x00\x00\x0f',0.55,ANOM-MELO
25867f07-131a-4bfe-a974-e7c64bf79cb1,-0.6609335865360682,14.399999999999997,50.00322856586103,17.631936253079033,MELO-NOTC,,121.59,-0.6570950411053544,56.99000000000001,9.0,3,0001-0000133,0.005000000353902578,10.0,14.399999999999968,-0.6586944350348185,6.0,53.10846031436724,9.795520140599463,115.0,1.169646978378296,1.6181978893593119,20.059999465942383,20.079999923706055,0.5410079956054688,-20.0,-0.6609335865360682,14.399999999999997,50.00322856586103,17.631936253079033,-0.6570950411053544,56.99000000000001,8.0,3,0.0,0.0,0.0,0.0,--J--,--J--,R-R,b'\x00\x00\x0f',0.01,ANOM-CORR
6ccd10a8-a75a-4536-9df4-3c58bfd6497c,-0.6593891856457332,14.761871337890625,103.72122203515997,25.702339338458145,MELO-NOTC,,193.41,-0.6555000000001645,128.81,5.0,3,0001-0000136,0.03161671385169029,10.0,14.761871337890643,-0.6571204940191515,6.150779724121094,114.87179001953332,14.279077410254526,115.0,1.7677823305130005,1.3350000381469727,20.059999465942383,20.079999923706055,0.5410079956054688,-40.0,-0.6593891856457332,14.761871337890625,103.72122203515997,25.702339338458145,-0.6555000000001645,128.81,4.0,3,0.0,0.0,0.0,0.0,--J--,--J--,R-R,b'\x00\x00\x0f',0.25,ANOM-CORR
34774eca-dc9a-4500-9e82-4b73e0f6693a,-0.6225367302453308,14.399999999999999,277.706530971583,14.706938056833966,MELO-NOTC,,350.49,-0.6085065188070741,285.06,29.0,3,0001-0000139,1.038321614265442,20.461538461538463,14.399999999999968,-0.614352440239681,6.0,280.97473942865724,8.170521142685537,115.0,1.0621280670166016,4.276956026079336,17.260000228881836,18.24988555908203,0.4856637418270111,155.0,-0.6225367302453308,14.399999999999999,277.706530971583,14.706938056833966,-0.6085065188070741,285.06,26.0,1,0.0,0.0,0.0,0.0,--J--,--J--,R-R,b'\x00\x00\x0f',0.47,ANOM-CORR
e5c1a8a7-44c2-4064-a5e7-fc223b8ecf00,-0.6263240097978093,69.60989227294921,273.6853247385396,14.706938056833966,MELO-NOTC,,346.59,-0.5595027012017632,280.78999999999996,131.0,3,0001-0000159,0.010725105181336403,101.99999999999999,34.80494613647461,-0.5873449131167824,29.004121780395508,276.84295818807755,8.170521142685537,115.0,0.47963598370552063,10.374408392571787,11.309999465942383,18.24988555908203,0.4856637418270111,191.0,-0.6263240097978093,69.60989227294921,273.6853247385396,14.706938056833966,-0.5595027012017632,280.78999999999996,102.0,1,0.0,0.0,0.0,0.0,--J--,--J--,R-R,b'\x00\x00\x0f',0.51,ANOM-MELO
38bdbef3-8a90-4a2a-9c0c-97924a5be5fc,-0.5390867685291479,55.082244873046875,277.646054571493,326.94392216115773,MELO-NOTC,,346.59,-0.5165000000001643,280.71,25.0,3,0001-0000176,0.35012033581733704,19.75,55.08224487304686,-0.5259111535539075,22.95093536376953,279.00780809527384,181.63551231175427,115.0,3.006563186645508,10.832500457763672,14.479999542236328,14.455099105834961,0.4078427255153656,100.0,-0.5390867685291479,55.082244873046875,277.646054571493,326.94392216115773,-0.5165000000001643,280.71,25.0,1,0.0,0.0,0.0,0.0,--J--,--J--,R-R,b'\x00\x00\x0f',0.39,ANOM-CORR
74ada940-56cf-4122-a2a3-f984f0ddcc7a,-0.4841609556057161,14.399999999999999,119.80653097158302,14.706938056833966,MELO-NOTC,,193.41,-0.4769501992078928,127.16,7.0,3,0001-0000193,1.4474678039550781,10.0,14.400000000000023,-0.4799546810403192,6.0,123.07473942865722,8.170521142685537,115.0,0.977990984916687,0.6915563319789442,7.019999980926514,6.093317031860352,0.33540916442871094,0.0,-0.4841609556057161,14.399999999999999,119.80653097158302,14.706938056833966,-0.4769501992078928,127.16,6.0,3,0.0,0.0,0.0,0.0,--J--,--J--,R-R,b'\x00\x00\x0f',0.07,ANOM-CORR
d3710a24-a8f6-425a-8333-d9cc76c1a560,-0.3467256451943991,25.935614776611327,325.0520880800196,14.735823839960844,MELO-NOTC,,39.4,-0.33100000000016416,332.42,14.0,3,0001-0000199,0.07155299186706543,11.673076923076925,25.935614776611327,-0.3375523521644287,10.806506156921387,328.3267156000109,8.186568799978247,115.0,0.7094086408615112,0.9800000190734863,1.8399999141693115,1.1351325511932373,0.3163464069366455,-76.0,-0.3467256451943991,25.935614776611327,325.0520880800196,14.735823839960844,-0.33100000000016416,332.42,13.0,3,0.0,0.0,0.0,0.0,--J--,--J--,R-R,b'\x00\x00\x0f',0.81,ANOM-MELO
64b08468-d72b-496f-a820-38abf9dfca48,-0.3199872064863459,25.305848693847654,137.27060178450597,360.0,MELO-NOTC,,174.4,-0.30686479840256714,107.36,74.0,3,0001-0000226,0.07853894680738449,61.41319444444444,23.66261176567574,-0.312332468437475,10.544103622436523,275.6462963614129,209.0855800974094,115.0,5.63973331451416,45.46147455735268,7.454999923706055,6.9871697425842285,0.33993273973464966,289.0,-0.3199872064863459,25.305848693847654,137.27060178450597,360.0,-0.30686479840256714,107.36,77.0,1,0.0,0.0,0.0,0.0,--J--,--J--,R-R,b'\x00\x00\x0f',0.33,ANOM-CORR
62128a4c-fee0-4fef-98e3-7ca3bd8779d1,-0.27843358066240576,19.922202301025393,239.30001585592993,14.706938056833966,MELO-NOTC,,309.4,-0.2731969709815415,242.38,39.0,3,0001-0000262,0.19985564053058624,25.507575757575758,19.922202301025372,-0.2753788916819016,8.300917625427246,240.66889769773886,8.170521142685537,115.0,1.0427478551864624,4.089602337943592,13.059999465942383,7.759999752044678,0.34417954087257385,178.0,-0.27843358066240576,19.922202301025393,239.30001585592993,14.706938056833966,-0.2731969709815415,242.38,33.0,1,0.0,0.0,0.0,0.0,--J--,--J--,R-R,b'\x00\x00\x0f',0.33,ANOM-CORR
7dbcb0f1-ac6c-40bf-b8ec-abe37bdf6ee8,-0.2819924742329053,30.78870391845703,268.35118397170106,24.53273043997001,MELO-NOTC,,346.59,-0.2696562505123912,279.57,14.0,3,0001-0000257,0.20500001311302185,11.083333333333332,30.788703918457006,-0.2747963437292721,12.82862663269043,273.3373244287228,13.629294688872228,115.0,1.379110336303711,2.137812789063984,8.819999694824219,7.759999752044678,0.34417954087257385,-95.0,-0.2819924742329053,30.78870391845703,268.35118397170106,24.53273043997001,-0.2696562505123912,279.57,12.0,3,0.0,0.0,0.0,0.0,--J--,--J--,R-R,b'\x00\x00\x0f',0.87,ANOM-MELO
b49224b4-e27b-4107-ba1a-826569ead944,-0.29303117545526763,48.848062133789064,328.64884419941205,32.836150651969945,MELO-NOTC,,50.6,-0.26952762492086696,343.58,25.0,3,0001-0000254,0.20500001311302185,16.940476190476193,48.848062133789064,-0.27932077097686725,20.35335922241211,335.2849134441178,18.24230591776108,115.0,1.2872599363327026,4.010969966552841,8.199999809265137,7.759999752044678,0.34417954087257385,223.0,-0.29303117545526763,48.848062133789064,328.64884419941205,32.836150651969945,-0.26952762492086696,343.58,21.0,1,0.0,0.0,0.0,0.0,--J--,--J--,R-R,b'\x00\x00\x0f',0.33,ANOM-CORR
a247fd13-07c2-466d-93ad-2fff2881a786,-0.2678594346833574,14.399999999999999,35.58662519379487,14.706938056833966,MELO-NOTC,,103.41,-0.26115100657411316,36.36999999999999,13.0,3,0001-0000248,0.20500001311302185,10.522727272727273,14.400000000000023,-0.2639461849529649,6.0,35.93479177433048,8.170521142685537,115.0,1.0427478551864624,1.3284942878457358,6.359999656677246,7.759999752044678,0.34417954087257385,-76.0,-0.2678594346833574,14.399999999999999,35.58662519379487,14.706938056833966,-0.26115100657411316,36.36999999999999,11.0,3,0.0,0.0,0.0,0.0,--J--,--J--,R-R,b'\x00\x00\x0f',0.86,ANOM-MELO
110095fa-07a6-4493-8106-5292a5e5951e,-0.27151939901437266,16.482027053833008,110.27006289954831,14.706938056833966,MELO-NOTC,,189.51,-0.2610257735457244,122.46999999999998,22.0,3,0001-0000261,0.20500001311302185,15.56578947368421,16.482027053833004,-0.2653981174909945,6.86751127243042,115.69225716641571,8.170521142685537,115.0,1.0427478551864624,2.240214553532116,7.819999694824219,7.759999752044678,0.34417954087257385,-163.0,-0.27151939901437266,16.482027053833008,110.27006289954831,14.706938056833966,-0.2610257735457244,122.46999999999998,19.0,3,0.0,0.0,0.0,0.0,--J--,--J--,R-R,b'\x00\x00\x0f',0.79,ANOM-MELO
11eff714-d6af-49fa-8997-f6178ef5165e,-0.26480837501531235,14.399999999999999,79.68265693069836,20.52420330621958,MELO-NOTC,,166.59,-0.26088150273260785,99.55,7.0,3,0001-0000268,0.20500001311302185,10.0,14.400000000000023,-0.26251769951706805,6.0,88.51258718372131,11.402335170121987,115.0,1.4123488664627075,0.9740484500350428,6.929999828338623,7.759999752044678,0.34417954087257385,-58.0,-0.26480837501531235,14.399999999999999,79.68265693069836,20.52420330621958,-0.26088150273260785,99.55,6.0,3,0.0,0.0,0.0,0.0,--J--,--J--,R-R,b'\x00\x00\x0f',0.74,ANOM-MELO
f818958a-112b-4936-a6f2-1cffc706bc3d,-0.25788727531953687,19.031406784057616,57.68153738510741,14.706938056833966,MELO-NOTC,,125.49,-0.24931012619278303,58.39999999999999,10.0,3,0001-0000271,0.20500001311302185,10.0,19.031406784057626,-0.25288393832893047,7.929752826690674,58.000854102837444,8.170521142685537,115.0,1.0427478551864624,1.0426637024150764,6.159999847412109,7.759999752044678,0.34417954087257385,-72.0,-0.25788727531953687,19.031406784057616,57.68153738510741,14.706938056833966,-0.24931012619278303,58.39999999999999,9.0,3,0.0,0.0,0.0,0.0,--J--,--J--,R-R,b'\x00\x00\x0f',0.85,ANOM-MELO
63b5c420-07ee-409e-8622-b5d6977fe228,-0.2346139243357305,14.405814743041992,228.85821577737735,14.706938056833966,MELO-NOTC,,301.59,-0.23100000000016407,234.49999999999997,57.0,3,0001-0000279,0.5815099477767944,37.26020408163265,14.405814743042006,-0.2325058018066501,6.00242280960083,231.3656754318763,8.170521142685537,115.0,1.0427478551864624,5.909999847412109,6.069999694824219,7.759999752044678,0.34417954087257385,-16.0,-0.2346139243357305,14.405814743041992,228.85821577737735,14.706938056833966,-0.23100000000016407,234.49999999999997,49.0,3,0.0,0.0,0.0,0.0,--J--,--J--,R-R,b'\x00\x00\x0f',0.01,ANOM-CORR
8b827137-9d33-43b7-ba9b-d4eb7c93d8b0,-0.23207164735548802,14.399999999999999,250.056530971583,14.706938056833966,MELO-NOTC,,324.51,-0.2256449279770769,257.40999999999997,7.0,3,0001-0000280,0.8527074456214905,10.0,14.399999999999997,-0.22832272771808151,6.0,253.3247394286572,8.170521142685537,115.0,1.0427478551864624,0.7617479223735621,12.789999961853027,7.759999752044678,0.34417954087257385,-8.0,-0.23207164735548802,14.399999999999999,250.056530971583,14.706938056833966,-0.2256449279770769,257.40999999999997,6.0,3,0.0,0.0,0.0,0.0,--J--,--J--,R-R,b'\x00\x00\x0f',0.16,ANOM-CORR
14e021a8-78c6-45ca-bfbd-eb2d5f86d803,-0.2332142726451779,25.36556625366211,9.072279238892452,22.946702951173627,MELO-NOTC,,95.6,-0.22069999771133697,28.5,5.0,3,0001-0000282,1.123905062675476,10.0,25.3655662536621,-0.2259142789337707,10.568985939025879,17.7068217993847,12.748168306207566,115.0,1.4588239192962646,0.6956251215938032,4.339999675750732,7.759999752044678,0.34417954087257385,-37.0,-0.2332142726451779,25.36556625366211,9.072279238892452,22.946702951173627,-0.22069999771133697,28.5,4.0,3,0.0,0.0,0.0,0.0,--J--,--J--,R-R,b'\x00\x00\x0f',0.14,ANOM-CORR
5c2d9294-8cc8-46b8-98be-148c754ad01d,-0.21438325184118373,18.269722366333006,258.66205920215555,14.706938056833966,MELO-NOTC,,328.41,-0.20657042145702909,261.3,9.0,3,0001-0000288,1.8832581043243408,10.0,18.269722366333006,-0.20982576745042686,7.61238431930542,259.83447733453085,8.170521142685537,115.0,1.0963373184204102,1.0518366982365475,12.479999542236328,9.337353706359863,0.3545929491519928,-37.0,-0.21438325184118373,18.269722366333006,258.66205920215555,14.706938056833966,-0.20657042145702909,261.3,8.0,3,0.0,0.0,0.0,0.0,--J--,--J--,R-R,b'\x00\x00\x0f',0.25,ANOM-CORR
704d661f-d0cf-4b39-ab0a-8a56a6612509,-0.2128220383436456,18.758722686767577,239.64629595670812,14.706938056833966,MELO-NOTC,,320.6,-0.20650000000016405,253.49,7.0,3,0001-0000293,1.8832581043243408,10.0,18.758722686767566,-0.20913418264328137,7.816134452819824,245.7990533092823,8.170521142685537,115.0,1.0963373184204102,0.7862497568130493,14.710000038146973,9.337353706359863,0.3545929491519928,-45.0,-0.2128220383436456,18.758722686767577,239.64629595670812,14.706938056833966,-0.20650000000016405,253.49,6.0,3,0.0,0.0,0.0,0.0,--J--,--J--,R-R,b'\x00\x00\x0f',0.7,ANOM-MELO
81da3610-ad07-4931-8c34-45c03526fd8f,-0.19176884277557255,14.399999999999999,287.44889374334963,15.114160509663765,MELO-NOTC,,5.6,-0.18600000000016403,298.44,16.0,3,0001-0000298,2.2836437225341797,12.285714285714286,14.399999999999997,-0.1884036844899176,6.0,292.33382985741645,8.396755838702092,115.0,1.109081745147705,1.859999656677246,10.0,10.92071533203125,0.3671422302722931,-40.0,-0.19176884277557255,14.399999999999999,287.44889374334963,15.114160509663765,-0.18600000000016403,298.44,14.0,3,0.0,0.0,0.0,0.0,--J--,--J--,R-R,b'\x00\x00\x0f',0.22,ANOM-CORR
c1bf6846-fafc-4e47-843b-5b8374cff1be,-0.18982974681136083,14.399999999999999,253.89653097158302,14.706938056833966,MELO-NOTC,,328.41,-0.18150000000016403,261.25,7.0,3,0001-0000308,2.2884247303009033,10.0,14.399999999999997,-0.1849707278381627,6.0,257.16473942865724,8.170521142685537,115.0,1.109081745147705,0.8774996995925903,14.630000114440918,10.92071533203125,0.3671422302722931,-14.0,-0.18982974681136083,14.399999999999999,253.89653097158302,14.706938056833966,-0.18150000000016403,261.25,6.0,3,0.0,0.0,0.0,0.0,--J--,--J--,R-R,b'\x00\x00\x0f',0.16,ANOM-CORR
f6421d16-2e7d-48bf-8096-9bf5d6534538,-0.1887292395075284,14.399999999999999,227.076530971583,14.706938056833966,MELO-NOTC,,301.59,-0.18150000000016403,234.42999999999998,14.0,3,0001-0000305,2.2884247303009033,11.083333333333334,14.399999999999997,-0.18451218312823253,6.0,230.34473942865722,8.170521142685537,115.0,1.109081745147705,1.5975000858306885,14.319999694824219,10.92071533203125,0.3671422302722931,-28.0,-0.1887292395075284,14.399999999999999,227.076530971583,14.706938056833966,-0.18150000000016403,234.42999999999998,12.0,3,0.0,0.0,0.0,0.0,--J--,--J--,R-R,b'\x00\x00\x0f',0.14,ANOM-CORR
de4d527b-e501-483c-9919-fdb3d850f55e,-0.189754641813417,14.399999999999999,241.35209935593238,14.706938056833966,MELO-NOTC,,309.4,-0.18150000000016403,242.23999999999998,17.0,3,0001-0000306,2.2884247303009033,12.916666666666668,14.399999999999997,-0.18493943408901944,6.0,241.74672186440688,8.170521142685537,115.0,1.109081745147705,2.0362493991851807,17.719999313354492,10.92071533203125,0.3671422302722931,-45.0,-0.189754641813417,14.399999999999999,241.35209935593238,14.706938056833966,-0.18150000000016403,242.23999999999998,15.0,3,0.0,0.0,0.0,0.0,--J--,--J--,R-R,b'\x00\x00\x0f',0.68,ANOM-MELO
6f348948-9773-46d4-a5db-a4848916f3f9,-0.1746802927764937,39.0339111328125,227.00653097158298,14.706938056833966,MELO-NOTC,,301.59,-0.15152092171769846,234.35999999999996,69.0,3,0001-0000326,2.283886432647705,50.892241379310335,35.935981677827364,-0.16117065965886312,16.264129638671875,230.2747394286572,8.170521142685537,115.0,0.8310633301734924,10.487138502000278,34.48999786376953,19.684675216674805,0.5278953313827515,214.0,-0.1746802927764937,39.0339111328125,227.00653097158298,14.706938056833966,-0.15152092171769846,234.35999999999996,63.0,1,0.0,0.0,0.0,0.0,--J--,--J--,R-R,b'\x00\x00\x0f',0.44,ANOM-CORR
0723be15-9a33-46d5-8bcf-4b8a5ad491af,-0.2003331936735136,112.57841491699219,206.47587723731357,176.20693308794256,MELO-NOTC,,346.59,-0.15016666666683068,279.35999999999996,95.0,3,0001-0000346,2.267993450164795,96.00000000000001,56.28920745849609,-0.17106938625294857,46.90767288208008,238.8688206873964,97.89274060441254,115.0,1.5136200189590454,23.448125521341957,25.559999465942383,19.684675216674805,0.5278953313827515,214.0,-0.2003331936735136,112.57841491699219,206.47587723731357,176.20693308794256,-0.15016666666683068,279.35999999999996,96.0,1,0.0,0.0,0.0,0.0,--J--,--J--,R-R,b'\x00\x00\x0f',0.56,ANOM-MELO
